business_id,review_text,review_star,positive_phrases,positive_polarity,negative_phrases,negative_polarity
2Yq-Y-tDroP7mdDfcWJLCQ,"Since moving here I've been searching for an authentic taco joint that reminds me of Chicago....look no more. Cheap, delicious street tacos. Our meal arrived with a side of grilled onions and jalapenos and plenty of lime wedges.

Fish tacos-Fantastic and not at all skimpy on the fish.
Memelitas-Fantastic. It's like a mini, thick corn tortilla topped with beans, cheese, cilantro and onions. I don't eat meat, but you could get meat if you want.
Quesadilla-Fantastic. Corn tortilla stuffed with cheese and herbs, fried, then topped with blacks beans, cheese & lettuce.

Aside from loving the food I liked the owner and the extremely versatile customers. I also like to support local businesses.",5,"[u' authentic taco', u' delicious street']",1.5,"[u' thick corn', u' extremely versatile']",-0.425
2Yq-Y-tDroP7mdDfcWJLCQ,"I am going to preface this by first saying that I cannot stand hot dogs. However, after seeing the pictures of the Oaxaca dog I just had to try one. It was SO delicious. I loved the crispy bacon that was in it. My husband had their menudo and said it was okay, but not much can compare to how his mom made it when he was little. My daughter, who normally orders only frijoles y arroz at every Mexican food restaurant, was ""forced"" to order something else too. She got one of the fish tacos, as plain as possible, and ate the fish out of the inside...then she proceeded to go order two more at which time she declared that it was ""so good it's torture."" I also ordered two fish tacos (my first time ever to have fish tacos as my staple is carnitas) and all I can say is...Oh. My. God. They were so yummy! Now my daughter has declared that that is her new favorite restaurant and we have to go again. And to top it off, the guy taking our order was very friendly and the place was nice and clean. Definitely going to go again.",5,"[u' hot dogs', u' SO delicious', u' so good', u' favorite restaurant', u' very friendly']",2.9375,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"Taco Tuesday has a new home!  

Everything was fresh and very authentic.  I tried a few different tacos from shrimp to fish to carne asada.  Each of them cooked to perfection with some salsa that paired well with each of the taco fillings.  

I mean honestly...this place is awesome.  I keep telling myself that I will try a burrito (HUGE) next time, but me being a creature of habit will probably just have fish tacos again!  

Do yourself a favor, head over to Tacos Atoyac and BUEN PROVECHO!",5,[u' very authentic'],0.65,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,Place is a little small and hidden really well but it is not only affordable but really delicious!,5,[u' really delicious'],1,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"Thank you, Java Magazine!  Had I not picked up the latest copy at Circle K, Tacos Atoyac would have remained an unknown in my life.

The food here is amazing.  For lunch I tried every taco on the menu (carne asada, al pastor, lengua, chorizo and tripa o cabeza) and one off menu (carne asada/chorizo mix) plus the Oaxacan hotdog (diced bacon, black beans) and a bottle of Mexican Coke.  Not only was it all delicious but it was dirt cheap.  All was had for just over $10.  

Be sure to try the house sauces.  The have a green and red and a fantastic guacamole sauce.

One of the owners mans the cash register and the other cooks your food.  Service is friendly and quick.

Best tacos around.  Easily.",5,[u' fantastic guacamole'],0.4,[u' black beans'],-0.166666667
2Yq-Y-tDroP7mdDfcWJLCQ,"Traveling back to West Texas for Anaheim, CA.  My kids and I wanted some tacos.  Searched on Yelp.  I saw Tacos Atoyac and its reviews.
 So we went and to our surprise, the tacos were delicious.  The tacos are served in your traditional small size tortilla.  Taco Atoyac had a large selection of meats to choice from.  I will stop again when passing though Phoenix and have some tacos.",5,[],0,[u' small size'],-0.25
2Yq-Y-tDroP7mdDfcWJLCQ,"Simply awesome. Don't be afraid to come in. When we pulled up to the restaurant, my wife and I were debating whether or not to go in. I am glad we did.

We were greeted by the owner who was very pleasant. He explained the items on the menu we were interested in, and when the food came out, it was beyond good. I'm wondering what this guy was thinking when moving in to this location... This food deserves a better spot!  Their beef broth was so delicious (which is created by the juices from the beef they cook) that we went back and ordered one to go.

The rice seemed pre-packaged, but was pretty good, and I'm not too sure about the beans. They were possibly pre-packaged, but good enough that you have difficulty telling.  Very creamy and smooth, and not over-seasoned.

I had one of their beef burros, and my wife had their Carne Asada Tacos, which seemed almost like beef fajitas.  I seriously can't find one thing to complain about, and am instead raving about how delicious these items are. The onions and bell peppers are fresh, and there is a hint of cilantro to give it a wonderful freshness.",4,"[u' very pleasant', u' so delicious', u' pretty good', u' too sure', u' wonderful freshness']",3.928333333,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"Holey mother of awesomeness! I've been here twice now and am just as enthusiastic about the joint as i was the first time ( I didn't review the first time because I had been drinking all day and, well, everything tastes good after that). In my quest to ensure my kids are total foodies like me,  I took my little 5 year old daughter to dinner here. First off, let me tell you that you'll pass the place if you're not careful. It seems small, but is suprisingly roomy. On to the good stuff, er should I say GREAT stuff. The menu is focused, probably 20 items on the menu. They range from tacos to tortas, tamales etc. WE ended up getting 5 tacos (fried fish (2), pastor,lengua and tripa. I also got a Oaxacan hot dog and a horchata. The dog was out of this world. It had beans, bacon, avocado, tomatoes, jalapeno and crema. Killer. The tacos are great too, and only $1.25 which is why I gobbled so many of them. the horchata was BY FAR the best I've ever had. Total damage...only $17!!!!! Say Whaaat????  Just a super awesome place, great service with a super proud owner (I assume, big dude. Nicest big guy in the world). He even let my daughter look in the kitchen!! Go there, now. Drop what you're doing and go. I can't wait to go back to this awesome joint!!",5,"[u' good stuff', u' GREAT stuff', u' hot dog', u' so many', u' awesome place', u' great service', u' super proud', u' awesome joint']",5.616666667,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,So good its ridiculous! Don't judge the non-descript building or sketchy area. They are the best tacos I've ever had!! Worth the drive and you can't beat the price.,5,[u' So good'],0.7,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"The food here was very good, but I'd suggest you open your patio for more seating as this place is a claustrophobics worst nightmare.  I seriously wished I'd taken my food to go.   

And if you are running the register and a customer shows you a picture of a plate of delicious tacos from your own restaurant on your own restaurant's Yelp page on the Yelp mobile app and asks you if you know what kind of tacos they are don't give them an annoyed glare and say ""How am I supposed to know?!?!""   Uh, you are supposed to be able to identify your menu items because you are running the register, and because your menu doesn't exactly give a lot of description to your different offerings, and because it's just good customer service?   

I'll be trying this place again because everything was tasty the last time (for basically ordering the items blind) but if I get treated like an idiot for a simple inquiry again I definitely won't be back.",4,"[u' very good', u' delicious tacos', u' own restaurant', u' own restaurant', u' just good']",3.81,[u' annoyed glare'],-0.4
2Yq-Y-tDroP7mdDfcWJLCQ,"Love, love, love this place! It was referred by a friend and now I try to go weekly. Everything I e had I loved. The bean burrito is delicious, the beans taste great and I love the white cheese they use. I also get the asada tacos and fish tacos and both taste great every time. I love their guacamole sauce. It's a thin light green sauce and taste great! They have great food, are consistent and have a great staff. Don't be put off by the outside appearance, you will be pleasantly surprised.",5,"[u' great food', u' great staff']",1.6,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"I've been here a few more times since my first visit, just to give it another chance. This time, I tried fish and chorizo tacos along with what I got last time. The tacos seem really cheap for the price but they are bite-sized. Delicious though. Greasy which I enjoy. The beef I have with this place is how little care is taken to keep the food together before they give it to you. It's a mess.  Secondly, the time it takes for the food to finish in the first place is quite long. 15 minutes last time. I was only one of two people there. I can't really give a much higher rating because of the issues I seem to have with the above. I'll maybe push it up half a star just because the tacos are better than the standard fare, but I'd like it maybe more if they'd knock 25 cents off the price.",3,[u' really cheap'],0.4,[u' little care'],-0.1875
2Yq-Y-tDroP7mdDfcWJLCQ,"I normally don't bother with restaurants who write 5-star fake reviews (see: the 5-star filtered reviews all written in the same style) for themselves, because that's a shady, cheap thing to do, but in this case, they're not too far off. 

Inexpensive, quality food. It's a taco shop. End of story. But, please, cut the fake reviews. It's off-putting. Your food is good enough to speak for itself.",4,[u' cheap thing'],0.4,"[u' fake reviews', u' fake reviews']",-1
2Yq-Y-tDroP7mdDfcWJLCQ,"Finally made to Tacos Atoyac after many months of waiting. In my own opinion, after the wait and all the praise, I was disappointed. Menu items are very inexpensive, but also very small. The food did not taste bad; though it didn't knock me out either-- it just was. Not really sure where all the praise is coming from, but then again, it could be just me.",2,"[u' many months', u' own opinion', u' really sure']",1.6,[u' very small'],-0.325
2Yq-Y-tDroP7mdDfcWJLCQ,Great food and very clean.  He is very helpful with understanding the menu and with recommendations.  Very inexpensive also.,5,[u' very clean'],0.476666667,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"The words authentic and amazing come to mind when eating at this place.  It's small but cozy. The food is absolutely amazing. I would highly recommend the fish tacos.  Everything else is just as good.  You would never thing that a place this good is hidden on the corner of 19th avenue and Glendale, but that's the beauty of it.  If yelp had the option of extending the star rating to 1000 then I would give it that.  For all the foodies out there, this is the place to go.",5,"[u' amazing come', u' absolutely amazing', u' as good']",1.9,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,Closed ??!!!!! What !!  I saw a review about their Tacos and have been carrying around that review in my purse for a few months. Thought we would try it out tonight so I called to make sure they were open and when no one answered googled it and found out they are now closed. What happened?? My mouth is watering just based on the Yelp reviews. So disappointed they closed and I didn't even get to try it.,5,[],0,[u' So disappointed'],-0.75
2Yq-Y-tDroP7mdDfcWJLCQ,"Oh my, oh my, how I miss coming here for the best fish tacos.  The fish is seasoned and lightly breaded and there is a good portion on the taco.  I have tried the crispy quesidilla and al pastor tacos, but the fish tacos remain my all time favorite.  

It's very simple inside and not in the greatest neighborhood, but the service is great, prices are cheap and the food is amazing. 

Come and get some authentic tacos!!",5,"[u' good portion', u' authentic tacos']",1.2,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"Came here based on the stellar reviews.  Food was good, but I don't know if it warrants all the spectacular praise.  To each his own, I guess.  We ordered chicken and steak tacos, a bean and cheese burrito, and a quesadilla - everything was good and the guy behind the counter was friendly.  

Two really good things about Tacos Atoyac is the cheap prices and the no-frills atmosphere.  We ordered all the food listed above plus two drinks and the total price was around $15 or so.  For that price you definitely get a good quality meal.  You also get to enjoy your food in a place that isn't swarming with tourists.  Tacos Atoyac is as local as local gets.  The inside reminds me of a cafeteria you might find in a juvenile detention facility.  Pretty bland, white walls, metal, a small kitchen right behind the cashier, and a few tables.  Not dirty at all...just old, no frills.  Perfect and really enjoyable.",3,"[u' spectacular praise', u' really good', u' cheap prices', u' good quality', u' really enjoyable']",2.9,[u' small kitchen'],-0.25
2Yq-Y-tDroP7mdDfcWJLCQ,Well first I must confess to having very little faith but lots of hope that the previous reviews would be a good indication of my experience.  The outside was a bit scary but they were so nice inside and the taco were great.  I liked the fish taco as well.   Nice value  really nice guy.,5,"[u' good indication', u' so nice', u' really nice']",1.9,[u' very little'],-0.24375
2Yq-Y-tDroP7mdDfcWJLCQ,"I wont get long-winded.

I've been looking for an excuse to eat here for months.

Tuesday was here, my girl friend and my self were in the area.

If you drive to fast you'll miss this place and I'm not kidding. 
As described, inside is no thrills seating both inside and outside.

The big white guy at the counter is really nice (Think he owns the place).  Was friendly and spoke Spanish, double threat guy. :P

Anywho, we ordered 3 carne asada tacos and 4 fish tacos.  

The Taco's are very close to the Tacos you  get at the carts on the streets of Ensenada, Baja. 

$1 for the Carne Tacos and $1.50 for the fish tacos.  Holy hell great deal and tasted great!

All the hype is a true deal.  This place is epic and we'll be back weekly.",5,"[u' really nice', u' great deal', u' true deal']",1.75,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"these guys are great had verry nice people working there , everyone was nice , food was just the best , seen had great reviews and went to look for myself , great service , ,,,, jason",4,"[u' nice people', u' great reviews', u' great service']",2.2,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"I like this place. Inside and out are very simple with no thrills. As you enter you will see a nice selection of items on their menu attached to the wall. Step up to the counter and ordered then sit back and wait for a delicious and inexpensive meal.

Service was very friendly. The owner that works up front has a dark beard and is very tall with several tattoos. He almost looks intimidating at first but is so polite and very helpful. It was very important to him that I was enjoying their food and he ask me a couple times if everything was alright or if I needed anything. Nice!

First time here so I ordered an assortment of tacos and a Hot dog Oaxacan style. Had a Chorizo, Tripa, Al Pastor and a Fish Taco. They come with a couple types of Salsa and a side of Grilled Onions and a Roasted Serrano Pepper. The tacos are small but packed with flavor. They also serve Burritos, Quesadillas, Tostadas, and several other authentic dishes from the region such as the Tlayuda which is a toasted tortilla with all sorts of yummy items on top.

Place can get really busy during peek eating hours and the seating area is a little tight. Seen a few people getting items to go. Recommend trying everything on the menu. I can't wait to go back. Delicioso!",4,"[u' nice selection', u' very friendly', u' very important', u' authentic dishes']",2.1075,[u' dark beard'],-0.15
2Yq-Y-tDroP7mdDfcWJLCQ,"Good place.  I really liked the big tall guy running the cash register.  He seemed to care about the service and product he was putting out.  Also, it was neat to see such a variety of people eating there.  Some didn't speak english, some were in suit and tie.  Food was excellent, but portions were kind of small.",4,[u' Good place'],0.7,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"Had to try this place based on all the positive reviews.  To be honest I love dive restaurants.  Guess I my dive attraction in the military when we used to go to Mexico border towns on weekends,  Loved the food carts and little hole in the walls.  Never need alot of fluff, just good food and prices.  We'll based on everyone's comments I thought I had a winner.  Place is a little hard to find but once inside it is clean and very basic with a few tables in the front room plus additional sitting in the attached dining room   Owner is very friendly and always makes me feel welcome  Been there twice now and the food is flavorful however the prices are creeping up slowly.  At $3.50 for a hot dog is a little high.  Tacos are now $1.50 and the sugar cane coke I think was $2.00.  Since I generally have at least one hot dog and 2-3 tacos (tongue is my favorite) I can rapidly spend $10 for a mid day snack,  I guess I'm going to have to give up the cane coke to stay within my budget,  Fountain pop would be a nice addition but I don't see that happening any time soon.  If the prices were a little lower, I would give the place a 5, but as it is a 3 is all I can give since I can get equally good tacos and hot dogs near Cave Creek and Bell Rd.",3,"[u' positive reviews', u' just good', u' very friendly', u' hot dog', u' hot dog', u' nice addition', u' equally good', u' hot dogs']",3.464772727,[u' little hole'],-0.1875
2Yq-Y-tDroP7mdDfcWJLCQ,This little hole in the wall place is so freaking good.  They are great on my wallet. They are very friendly and one of the nest street taco style places.  Love it and will be back.,4,[u' very friendly'],0.4875,[u' little hole'],-0.1875
2Yq-Y-tDroP7mdDfcWJLCQ,outstanding authentic mexican food...nice place to relax and enjoy a friend,5,[u' nice place'],0.6,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"I visited this place after reading the great reviews. I was in the general area for work and enjoy the places locals go to. 

This place did not disappoint. I have always been weird about fish tacos and never really gotten into them. Since this place was very reasonable with prices ($1 carne asada tacos / $1.50 fish tacos) I decided to take the plunge. I ate it last after taking one bite because I personally save the best for last. Both tacos were excellent and despite outside appearances, this place was delicious.",5,"[u' great reviews', u' very reasonable']",1.06,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"Great little taco shop owned by two partners in a unique part of town.  The shop itself is connected to a tire shop and the neighborhood is a bit sketchy, yet they had the best Horchata I've ever tasted.  One of my customers informed me of their spectacular mole and I find it to be slightly above average.  They have $1 & $1.50 Fish Tacos with an array of different sauces which are made from scratch.  One of the owners, Danny is this 6'5"" + bearded guy who speaks fluent Spanish and has an incredible personality and very respectful. I would go back just for the service yet I highly suggest go with a friend once the sun goes down.",4,"[u' unique part', u' spectacular mole', u' incredible personality', u' very respectful']",2.525,[u' little taco'],-0.1875
2Yq-Y-tDroP7mdDfcWJLCQ,"Have you not been here yet?  Get in your car and get over here already.

This place is fantastic.  The food is absolutely amazing.  We had been meaning to try this place for a while and finally made it over recently.  The owner, Dan, is super friendly and since it was our first time, he was happy to give some suggestions.  I settled on the spicy burrito and my girlfriend had the fish tacos (she had a couple others too but I forget which ones).

The fish tacos were superb (she let me have a bite).  The others she had also had great flavors.  They were served with a variety of sauces and a side of grilled onions that I believe she said were the best she has had in a very long time.  I tried them and darn it, she was right.  My burrito was a good size and very tasty.  Dan had given me the option of how spicy I wanted it and based on what I told him they nailed it.  It was just enough to make me full but not so much that I went into a food coma.

Overall, the place was very clean and it is not a huge place.  We will definitely be back here and have made it a staple in our places to frequent.  They are not open on Sundays so get your fix in on Saturday if you can't make it during the week.

Highly recommend!!!",5,"[u' absolutely amazing', u' great flavors', u' good size', u' very clean', u' huge place']",2.976666667,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"Its a Five.

Tried it twice and still hungry for more.  Dan, the proprietor, is a great taco ambassador.

Had several different tacos, like the Pastor most.  
Tried lots of other stuff and it was great.

Small business at its best.
Ice Tea is soon to be on the menu I am assured..., ya?",5,[],0,[u' Small business'],-0.25
2Yq-Y-tDroP7mdDfcWJLCQ,"Best Tacos in town. Matt offers great service, and runs a top flight operation. Tortillas fresh, meat is not fatty but moist., All at an affordable price. Horchata is a must.",5,"[u' great service', u' top flight']",1.3,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"Stopped in for lunch with husband and son.  Divey but clean enough.  Quick service - ordered at counter.  $25.00 for the three of us. 

Authentic.

Quesadilla was average and fine. Two fish tacos were average in taste and portion.  Carne asada was juicy and flavorful enough (had a taco and a burrito).  Burrito was big.  Bean and cheese burrito was average in flavor and size.  Got a side of refried black beans .  I think that was my favorite thing.  Got refried pintos too.  They were good.  Three little cups of sauce were with all that came with all of our order.  All green but very good.  Wished for more sauce.  Wished for red.  Little limes were pretty dry.  It happens.  The grilled onions and two hot peppers were nice but cold.  Wished for warm.  Drinks are in a fridge (cokes, and such in cans, glass bottles, etc).  

Price is average for the food presented.  All in paper and cardboard containers on a plastic tray.  Napkin dispenser.  Kind and friendly people.  Sat outside.  Guy brought it all out to us.  Simple lunch.  Okay.",3,"[u' favorite thing', u' very good', u' hot peppers', u' friendly people']",2.035,"[u' black beans', u' little cups', u' Little limes']",-0.541666667
2Yq-Y-tDroP7mdDfcWJLCQ,"tacos tacos tacos....I guess not such a big deal, I can make my own tacos. I went here expecting really big things. Well, the staff was extremely friendly - but I was dressed a little risque, so figure that out  - I was going out, c'mon now! ANYWAY - the food was OK - I guess I expected so much more from all the hub hub I've heard - had the chicken which was really tasty - the rice is good - beans - didnt care for myself. I tried those fried things that are supposed to have chorizo inside, I didnt even taste chorizo, so that was disappointing. Salsas were very tasty, but you know - I always think I can do it myself better...oh wait, I can!",3,"[u' own tacos', u' extremely friendly']",0.975,[u' little risque'],-0.1875
2Yq-Y-tDroP7mdDfcWJLCQ,"If you're going for happy hour or to be served by waitstaff this is not the place for you.  If you want great food for a phenomenal price you've come to the right place. $24 for a family of 4 - you can't even go to Taco Bell for that price. 

The atmosphere is a step below informal.  The inside walls are wrapped with industrial looking steel and the building is old.  My husband & son were not happy when we pulled into the parking lot & walking through the door - it is a bit bare bones.  I was thrilled because after reading all of the great reviews I KNEW the food had to be good!  

The seating area is small but does cater to indoor and outdoor patrons.    

There is not a huge selection of refreshments but they serve soda in bottles and the Coca Cola products have the extra sugar cane made for Mexico.  Sweet  & yummy.

The group I was in was large - we ordered street tacos, quesadillas, taquitos, rice, beans.  The carne asada and fish tacos were awesome.  Loved the flour tortillas used in the quesodillas - they were nice & thin.  They even made a white boy tortilla for my husband and added a little grease then toasted the corn tortilla for him to try (he's not a fan of corn tortillas because they are dry).  My friend had the pork taco and her hubs tried the tripe.  Even my son who was appalled walking in the door left with a full tummy filled with fish tacos, quesodillas, & going back up to order 2 taquitos, AND a complete apology that you can't judge a book by it's cover.   

Someone at another table ordered a mexican pizza and we are so ordering that next time!!!",4,"[u' happy hour', u' great food', u' phenomenal price', u' right place', u' great reviews', u' huge selection', u' full tummy']",3.935714286,"[u' not happy', u' little grease']",-0.5875
2Yq-Y-tDroP7mdDfcWJLCQ,"This place was amazing. Almost got scared away by the area and look of the restaurant, but glad I wasn't. It sure was a pleasant surprise. The Tacos Al Pastor were the best thing on the menu and at $1 a piece you can get a few.",5,[u' pleasant surprise'],0.733333333,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"THIS PLACE IS NOT CLOSED. It has been reopened as of the end of April under its new name, Restaurant Atoyac Estilo Oaxaca. Buen Provecho! (This place has the best horchata in the state.) the food is fantastic, true quality Mexican food. The place may seem underwhelming from the outside, but the food blows you away.",5,[u' true quality'],0.35,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"What you've heard/read is all true, this place is terrific. $1 street tacos were all amazing -- loved the Al Pastor, Carne Asada was wonderful, Chorizo was excellent, and the Fish my wife ordered was as good as any I've had. The Mole plate was to die for; a little spicier than usual, but rich and complex.  Delicious churros stuffed with flan and drizzled (honey? caramel? don't know & don't care)  As promised, the owner/operator is just a sweet, funny bear of a man.  Order at the counter and he'll bring you your tray.  Taste is right up there with Fuego Tacos and La Condesa, but a lot less expensive (four of us ate wonderfully for $25).  Eat there before word gets out.",5,"[u' as good', u' funny bear']",0.95,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"Taco lovers! I have found our Mecca!

Great customer service! Not many employees but the guy (owner) running the show gives you adequate expectations! 

So, our order came more quickly than expected... The beans are fresh tasting and topped with cotija (my favorite). Then I tasted the fish tacos. OH LOVE!

Love!

The salsas were fresh, spicy, and wonderful. I now have a go-to place for tacos! I spent less than 5 bucks and was full! 

I wonder if they can invent an endless taco... I'll take one in FISH!",5,[u' fresh tasting'],0.3,"[u' Not many', u' endless taco']",-0.375
2Yq-Y-tDroP7mdDfcWJLCQ,"Great food, great price and wonderful owners~very friendly atmosphere! These are some of the best street tacos I have had in years. You must try the lengua (if you are into lengua), it is the most tender and tastiest by far (and of course the asada is delish). You've got to give it a try!",5,"[u' great price', u' wonderful owners~very']",1.8,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"I do not understand the hype. I tried a little bit of everything, and it could not be more underwhelming. The tacos were dry, and inside those dry tacos were maybe a spoonful of dry, forgettable meats & other fixings. Fish tacos were a little better, but again - underwhelming. Based on the Yelp reviews, I was expecting to be absolutely mesmerized. Not so. And it's not ""cheap!"" We ended up spending around $13/person to have our fill. I can go to Chipotle and spend less than $10 to get me a burrito the size of a small puppy...with guacamole at that, which they do not have from what I understand. Sure, it's not ""authentic,"" but I'd rather leave a restaurant happy and satisfied than disappointed and hungry - wouldn't you? I can excuse great cuisine served in lackluster establishments, but lackluster cuisine in a lackluster establishment? I don't think so. For everyone's sake, I hope my dining experience was the exception, not the rule.",2,"[u' more underwhelming', u' great cuisine']",1.3,"[u' little bit', u' forgettable meats', u' small puppy']",-0.9375
2Yq-Y-tDroP7mdDfcWJLCQ,"I was skeptical at first upon going here. Their sign was seriously hand-written. I love hole in the walls, but sometimes it's too hole-in-the-wallish and downright bad. Not so with this gem. The owner of the place was running the cash register and looked totally out of place. Tall white dude serving Mexican food? He spoke Spanish too. He was extremely nice and funny. He had his son running around serving everyone - I loved that family vibe.

After we ordered a ton of food for all of like $14 we sat down and patiently waited. It was a bit of wait, but it was also fairly crowded. I could see the people hard at work in the back. They were legit hand-rolling the tamales. Impressed! I ordered something called a ""Molote"" which I've never had before. It was like a potato thing stuffed with chorizo. Awesome. I had 2 of them and literally inhaled them. I also inhaled a bunch of carne asada tacos and a shrimp taco as well. They come with some very tasty salsa and unknown green sauce. There was a fish taco in the mix which wasn't as good as the rest of the food, but no matter. For the price we paid, I was a happy camper. 

It was weird, when I left I felt ""meh"" about that place, but now sitting here typing this I seriously crave it. That's good food! I still prefer La Condesa, but they're more for gourmet tacos. This is your $2 taco fix right here, boys and girls.",5,"[u' extremely nice', u' as good', u' happy camper', u' good food']",2.8,[u' seriously hand-written'],-0.333333333
2Yq-Y-tDroP7mdDfcWJLCQ,"I LOVE this dumpy little place with it's scuzzy looking exterior...and, let's be honest, interior.  But the food and service--and how do they get that food out sooo fast I wonder?--is superb!
I had 2 fish tacos, a carne asada quesidilla and the grilled onions with a grilled jalapeno just for kicks.  Was it good?  Fantastic is more the word!
Tax, title and license (in other words, drive out) came to a tad more than $9!
And I don't know if my stomach has shrunk or what, but I actually came home and rested in a recliner for 2 hours afterward I felt so stuffed.  
And this is probably the kind of place where you could go in with no shoes, no shirt and still get serviced............................................but,
I love this place!  I will be back to Tacos Atoyac when I am even remotely in the area.  Dis be duh place, dis be duh place, dis be duh place!",5,[],0,[u' little place'],-0.1875
2Yq-Y-tDroP7mdDfcWJLCQ,Amazing fresh tacos. Don't miss this place.,5,[u' fresh tacos'],0.3,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"Service: Great (hence the 1 star)

Food: Utter disappointment. 

The tortillas for our tacos were tough. As a cook, I know this only happens when tortillas are reheated. My wild guess is the cooks heated the tortillas ahead of time for a busy hour and then reheated them once we ordered; second possibility is the tortillas were left unwrapped in the fridge getting a tough edge then were used for customers. This is completely unacceptable.

The carne asada was underwhelming. The horchata had a watered down taste. 

Decor/Environment: Decorated on a low budget. No issue if the food is at least good.

This restaurant may be others' five star dream, but we gave the restaurant a fair shot and voila, here we have this review.Overall, our search for a good taco restaurant comparable to our favorite in Dallas will continue.",1,"[u' fair shot', u' good taco']",1.4,[u' tough edge'],-0.388888889
2Yq-Y-tDroP7mdDfcWJLCQ,"This place is great. Came here when I 1st moved to Phoenix about 7 months ago. I live so close by so I had to try it. The carne asada tacos are great. Nice grilled onion, only $1. The meat it nicely seasoned. The owner of the place is a real nice guy. The service it not that quick, but the quality of the food mos def makes up for it. I would visit this place all the time.",5,[u' nice guy'],0.6,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"Best fish tacos in town. Torta Milanas is my favorite. And love the grilled onions on the side. Great friendly service! Dan, the dude wit the beard is awesome! 

If you love Mexican food. This place is a must!",5,[u' friendly service'],0.375,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"Wow.  Haven't any of you ever tried the street tacos @ Tacos Jalisco or Los Taquitos?  The amount of love this place is getting is unfathomable.

I normally don't write too many negative reviews - I like to promote and support  the places I like and leave the ones I don't like out of sight and out of mind - but I just got back from lunch @ Atoyac, and I'm pissed.  All you positive reviewers have let me down big time.  The street tacos had zero flavor and the sauces were lacking in both flavor and kick.  I sampled the chicken, pastor, carne, chorizo, and fish - and they all came up way short.  I'm not going back ever.

I will now attempt to theorize why this place enjoys such a positive buzz.

It's in an ""edgy"" location, and qualifies as a genuine ""hole-in-the-wall"" joint that people are just aching to love, regardless of the quality of the food.  For whatever reason, people want to love shit holes (BUT THE FOOD IS SOOO GOOD!!) and promote them to their friends.  It's really weird.

I'm embarrassed for all of you that think these are even good street tacos, let alone, the best street tacos in PHX.  I will end this review the way I started it - by suggesting that all of you go to Tacos Jalisco or Los Taquitos instead of Tacos Atoyac.",1,"[u' too many', u' positive reviewers', u' positive buzz', u' even good']",1.654545455,"[u' negative reviews', u' really weird']",-0.8
2Yq-Y-tDroP7mdDfcWJLCQ,"This little dive got some extra recognition last week when it was featured in an article on Yahoo about ""the ten best tacos in America"".  I'd never heard of it, and was excited to try it.

Got there right around noon, and there was a line of about 10-12 people.  It went quick, and my order was taken - very good customer service, very friendly.  However, it took nearly 30 minutes for me to get my food.  It may just be today, so it's not going to stop me from coming back, but that is just too long.

When my food finally did arrive, it was amazing.  I had two carne asada tacos, one chicken, one fish.  The fish taco is their standout - very fresh, just right.  The others were great as well.

If you're looking for a romantic atmosphere with candles on the table, and light jazz music in the corner, look elsewhere!  This hole in the wall has great Mexican street tacos, and friendly staff.  Tacos Atoyac is worth a trip to the West side - but if you're like me and live or work nearby, you should get over there - but maybe avoid the peak hours, just in case.",4,"[u' very good', u' very friendly', u' very fresh', u' light jazz', u' friendly staff']",2.5625,[],0
2Yq-Y-tDroP7mdDfcWJLCQ,"Produce is all local and incredibly fresh.  Carne asada, al pastor, and chorizo explode with flavor and you can tell that he buys from great butchers.  And the horchata is REAL horchata, made daily, in a pot.  Not that bubbled, sugary stuff you get at so many mexican restaurants. The menu is Oaxacan-style, not the standard fare Sonoran that is great, but everywhere.  If you want delicious, fresh, and slightly different mexican food, Atoyac is the best choice in Phoenix.",5,"[u' incredibly fresh', u' great butchers', u' so many']",1.6,[],0
